bid_tab_item_id,source_item_code,source_item_description,unit_normalized,candidate_agency_item_code,candidate_description,candidate_unit,candidate_count,suggestion_status
fhu_colorado_blvd_20260601_row_0132,630-80380,TRAFFIC CONE,EACH,630-80380,Traffic Cone,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0133,630-80384,TUBULAR MARKER,EACH,630-80384,Tubular Marker,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0134,630-85010,IMPACT ATTENUATOR (TEMPORARY),EACH,630-85010,Impact Attenuator (Temporary),EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0135,202-00828,REMOVAL OF TRAFFIC SIGNAL EQUIPMENT,L S,202-00828,Removal of Traffic Signal Equipment,L S,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0136,210-00827,RESET PULL BOX,EACH,210-00827,Reset Pull Box,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0137,210-00860,RESET PEDESTRIAN PUSH BUTTON,EACH,210-00860,Reset Pedestrian Push Button,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0138,210-00865,RESET PEDESTRIAN SIGNAL HEAD,EACH,210-00865,Reset Pedestrian Signal Head,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0139,503-00018,DRILLED SHAFT (18 INCH),LF,503-00018,Drilled Shaft (18 Inch),LF,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0140,613-00206,2 INCH ELECTRICAL CONDUIT (BORED),LF,613-00206,2 Inch Electrical Conduit (Bored),LF,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0141,613-00306,3 INCH ELECTRICAL CONDUIT (BORED),LF,613-00306,3 Inch Electrical Conduit (Bored),LF,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0142,613-01200,2 INCH ELECTRICAL CONDUIT (PLASTIC),LF,613-01200,2 Inch Electrical Conduit (Plastic),LF,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0143,613-07003,TYPE THREE PULL BOX,EACH,613-07003,Type Three Pull Box,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0144,613-07004,TYPE FOUR PULL BOX,EACH,613-07004,Type Four Pull Box,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0145,613-10000,WIRING,L S,613-10000,Wiring,L S,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0146,614-00011,SIGN PANEL (CLASS I),SF,614-00011,Sign Panel (Class I),SF,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0147,614-70200,ACCESSIBLE PEDESTRIAN SIGNAL,EACH,614-70200,Accessible Pedestrian Signal,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0148,614-72863,PEDESTRIAN PUSH BUTTON POST ASSEMBLY,EACH,614-72863,Pedestrian Push Button Post Assembly,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0149,614-84100,TRAFFIC SIGNAL PEDESTAL POLE ALUMINUM,EACH,614-84100,Traffic Signal Pedestal Pole Aluminum,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0150,202-00810,REMOVAL OF GROUND SIGN,EACH,202-00810,Removal of Ground Sign,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0151,210-00810,RESET GROUND SIGN,EACH,210-00810,Reset Ground Sign,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0152,614-00214,STEEL SIGNPOST (1.75X1.75 INCH TUBING),LF,614-00214,Steel Signpost (1.75x1.75 Inch Tubing),LF,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0153,627-00008,MODIFIED EPOXY PAVEMENT MARKING,GAL,627-00008,Modified Epoxy Pavement Marking,GAL,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0154,627-30205,THERMOPLASTIC PAVEMENT MARKING (WORD-SYMBOL),SF,627-30205,Thermoplastic Pavement Marking (Word-Symbol),SF,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0155,627-30329,PREFORMED PLASTIC PAVEMENT MARKING (XWALK-STOP LINE) (TYPE I),SF,627-30329,Preformed Plastic Pavement Marking (Xwalk-Stop Line) (Type I),SF,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0157,202-04005,CLEAN VALVE BOX,EACH,202-04005,Clean Valve Box,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0158,203-01597,POTHOLING,HOUR,203-01597,Potholing,HOUR,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0159,210-04015,MODIFY MANHOLE,EACH,210-04015,Modify Manhole,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0160,210-04050,ADJUST VALVE BOX,EACH,210-04050,Adjust Valve Box,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0161,210-04060,ADJUST WATER METER,EACH,210-04060,Adjust Water Meter,EACH,1,single_exact_description_unit_candidate
fhu_colorado_blvd_20260601_row_0163,210-04010,ADJUST MANHOLE,EACH,210-04010,Adjust Manhole,EACH,1,single_exact_description_unit_candidate
